RespondentID,Which category below includes your age?,Are you male or female?,What graduate program are you pursuing?,What graduate program are you pursuing? - Other (please specify),Are you a full-time graduate student?,Are you an International Student?,In which type of housing do you currently live?,In which type of housing do you currently live? - Other (please specify),What is the size of your current household?,"In a typical month, about how much money do you spend on rent/mortgage and utilities?",Is there a need for a graduate student residence hall on Texas Tech’s campus?,"If on-campus graduate housing had been available at the time you were admitted to Texas Tech, how likely would you have been to apply to live in such housing?",What types of residence would you be interested in? (Check all that apply.) - Studio/efficiency,What types of residence would you be interested in? (Check all that apply.) - 1 bedroom apt,What types of residence would you be interested in? (Check all that apply.) - 2 bedroom apt with shared bathroom,What types of residence would you be interested in? (Check all that apply.) - 3 bedroom apt with shared bathroom,What types of residence would you be interested in? (Check all that apply.) - I am not interested in on-campus housing,What types of residence would you be interested in? (Check all that apply.) - Other (please specify),How important is each of the following for a graduate student residence hall? - Child care,How important is each of the following for a graduate student residence hall? - Playground space,How important is each of the following for a graduate student residence hall? - Entertainment spaces (e.g. movie theater),How important is each of the following for a graduate student residence hall? - Alcohol allowed inside a residence,How important is each of the following for a graduate student residence hall? - Low cost,How important is each of the following for a graduate student residence hall? - Modern appliances,How important is each of the following for a graduate student residence hall? - Minimal grocery store,How important is each of the following for a graduate student residence hall? - Optional dining plan available,How important is each of the following for a graduate student residence hall? - Other,"How important is each of the following for a graduate student residence hall? - Please specify ""Other""",How likely would you be to live in a graduate student only residence hall if Texas Tech offered one? - ,Would you expect to pay more or less for rent and utilities in a graduate student residence hall than you pay now?,Would you choose NOT to live in a graduate residence hall if the university filled open rooms with undergraduate students?,Would you choose NOT to live in a graduate residence hall if it were next to an undergraduate residence hall?,How would you usually move around campus if the graduate student residence hall were on campus but a mile or more from the Student Union Building (SUB)? ,How would you usually move around campus if the graduate student residence hall were on campus but a mile or more from the Student Union Building (SUB)?  - Other (please specify),"If a graduate student residence hall is added to Texas Tech’s campus, what suggestions would you give building planners? - Open-Ended Response"
2371521035,26 to 35,Male,Doctoral,,Yes,Yes,Apartment,,1 bedroom,$600 to $800,Yes,Somewhat likely,,1 bedroom apt,,,,,somewhat important,somewhat important,not important,most important,most important,most important,somewhat important,not important,most important,family (married) friendly,Likely,Pay less,Yes,Yes,Walk,,"Make it family friendly (married couples + 1 child maybe)  Extra thick walls and floors/ceilings  Open floor plan  Surfaces with low porous regions (porcelain, stainless steel, tile, wood, etc.) in that it is easy to clean and hard to get dirty - no time to clean up a lot..   Washer and dryer hookups or provided appliances in unit."
2371521396,21 to 25,Female,Master’s,,Yes,No,Apartment,,1 bedroom,$400 to $600,Yes,Not likely at all,Studio/efficiency,1 bedroom apt,,,,,most important,somewhat important,important,important,most important,most important,important,most important,,,Likely,Pay less,Yes,Yes,Bike,,Make it more family oriented.
2371521487,21 to 25,Male,Doctoral,,Yes,Yes,Apartment,,2 bedrooms,Less than $400,Yes,Likely,Studio/efficiency,1 bedroom apt,2 bedroom apt with shared bathroom,3 bedroom apt with shared bathroom,,,not important,not important,not important,not important,most important,not important,not important,most important,not important,,Likely,Pay less,No,No,Walk,,"Less cost (around 250$), limited space"
2371521511,21 to 25,Male,Master’s,,Yes,No,Single-family house,,2 bedrooms,$600 to $800,Yes,Likely,Studio/efficiency,1 bedroom apt,2 bedroom apt with shared bathroom,,,,important,not important,not important,not important,most important,most important,important,not important,most important,Dog park,Likely,Pay less,Yes,No,Bike,,"Relatively quiet location for families. Affordability is crucial, because grad students do not make much money. Many families have pets, so a pet friendly building, possibly with a small fenced-in area for dogs, would be nice."
2371521592,26 to 35,Male,Doctoral,,Yes,No,Duplex,,3 bedrooms,"$1,000 or more",Yes,Not likely at all,,,,,I am not interested in on-campus housing,,not important,not important,somewhat important,most important,most important,important,important,important,most important,Pets,Unlikely,Pay less,Yes,Yes,Bus,,
2371521654,21 to 25,Male,Master’s,,Yes,,Apartment,,1 bedroom,"$1,000 or more",Yes,Somewhat likely,,1 bedroom apt,,,,,not important,not important,important,most important,somewhat important,important,somewhat important,somewhat important,,,Neutral,Pay about the same,Yes,Yes,Car,,Away from the undergrads! Lots of break out study rooms only for residents.
2371521753,26 to 35,Male,Doctoral,,Yes,Yes,Apartment,,1 bedroom,$400 to $600,Yes,Likely,,,2 bedroom apt with shared bathroom,,,,not important,somewhat important,not important,important,important,important,somewhat important,not important,not important,,Likely,Pay less,Yes,No,Car,,I love this idea!
2371521929,26 to 35,Female,Doctoral,,Yes,No,Single-family house,,2 bedrooms,$600 to $800,Yes,Not likely at all,,,,,I am not interested in on-campus housing,,important,somewhat important,important,most important,most important,most important,important,important,,,Neutral,Pay less,Yes,No,Walk,,
2371522263,36 to 45,Male,Master’s,,No,No,Single-family house,,3 bedrooms,$400 to $600,Yes,Not likely at all,,,,,I am not interested in on-campus housing,,most important,important,not important,not important,most important,most important,important,most important,,,Neutral,Pay less,Yes,No,Bus,,
2371522472,26 to 35,Male,Doctoral,,Yes,Yes,Apartment,,2 bedrooms,"$1,000 or more",Yes,Not likely at all,,,,,,Family housing,most important,important,not important,not important,important,most important,important,not important,,,Likely,Pay less,No,No,Car,,I am married with a kid. If there is a graduate residence for families I would move in if it is for singles I would not move it.
2371522522,26 to 35,Female,Doctoral,,Yes,No,Apartment,,1 bedroom,$400 to $600,Yes,Likely,Studio/efficiency,1 bedroom apt,2 bedroom apt with shared bathroom,3 bedroom apt with shared bathroom,,,somewhat important,somewhat important,somewhat important,important,most important,important,not important,somewhat important,most important,"It's not that I have to have alcohol, but I would expect to be treated like an adult and given all adult rights and responisbilities.",Neutral,Pay more,Yes,No,Bus,,"Must be open for married students, even if we are living separately from our spouses.  Students should have all the rights and responsibilities as if they were living in private housing."
2371522633,21 to 25,Male,Doctoral,,Yes,No,Apartment,,1 bedroom,$600 to $800,Yes,Somewhat likely,Studio/efficiency,1 bedroom apt,,,,,not important,not important,somewhat important,most important,most important,most important,somewhat important,somewhat important,,,Neutral,Pay less,Yes,Yes,Walk,,"Mandatory and enforced quiet hours most of the day, full kitchen in each apartment, build it to LEED platinum standards"
2371522659,26 to 35,Male,Doctoral,,Yes,No,Single-family house,,3 bedrooms,$600 to $800,No,Not likely at all,,,,,I am not interested in on-campus housing,,most important,important,important,important,most important,important,important,most important,,,Unlikely,Pay less,Yes,Yes,Walk,,central location in reference to department buildings.
2371522702,26 to 35,Male,Master’s,,Yes,No,Single-family house,,3 bedrooms,$400 to $600,No,Very likely,,1 bedroom apt,,,,,important,somewhat important,somewhat important,important,most important,somewhat important,somewhat important,not important,,,Neutral,Pay about the same,Yes,Yes,Bike,,
2371522729,26 to 35,Female,Master’s,,Yes,No,Apartment,,3 bedrooms,$400 to $600,Yes,Very likely,Studio/efficiency,1 bedroom apt,,,,,not important,not important,not important,not important,most important,important,most important,important,somewhat important,Study hall,Likely,Pay about the same,Yes,No,Bike,,Provide a grocery store with competitive prices and a study hall that is sound proof and technologically equipped.  The rooms shoud also be sound proof and provide wi-fi.
2371522806,21 to 25,Male,Master’s,,Yes,No,Apartment,,1 bedroom,$400 to $600,Yes,Somewhat likely,Studio/efficiency,1 bedroom apt,,,,,not important,not important,somewhat important,somewhat important,important,most important,important,important,most important,Wireless Internet capabilities,Neutral,Pay about the same,Yes,No,Walk,,"Many graduate students,myself included, value a quiet work environment.  If the graduate student residence hall indeed featured a common area, it needs to be isolated from the resident's rooms"
2371522964,21 to 25,Female,Master’s,,Yes,Yes,Apartment,,1 bedroom,$600 to $800,Yes,Somewhat likely,,1 bedroom apt,,,,,not important,not important,somewhat important,important,most important,important,most important,somewhat important,most important,Computer Resources,Neutral,Pay about the same,Yes,No,Bike,,"Close to campus and grocery for students without cars.  A full sized kitchen (stove, oven, sink, fridge, freezer). Quiet. Computer Labs. Basically a place that a graduate student can feel likey the live like the adults they are."
2371523101,21 to 25,Female,Master’s,,Yes,No,Apartment,,1 bedroom,$600 to $800,Yes,Likely,,1 bedroom apt,,,,,not important,not important,not important,most important,most important,not important,somewhat important,not important,,,Likely,Pay less,Yes,No,Walk,,
2371523133,21 to 25,Male,Master’s,,Yes,Yes,Apartment,,,$400 to $600,Yes,Somewhat likely,Studio/efficiency,,2 bedroom apt with shared bathroom,,,,not important,somewhat important,somewhat important,important,most important,most important,somewhat important,not important,important,,,Pay less,No,No,Walk,,
2371523676,46 or older,Male,Master’s,MBA,No,No,Single-family house,,More than 3 bedrooms,"$1,000 or more",No,Not likely at all,,,,,I am not interested in on-campus housing,,somewhat important,not important,somewhat important,not important,most important,somewhat important,somewhat important,important,not important,,Unlikely,Pay less,Yes,No,Bike,,
2371523725,26 to 35,Male,Master’s,,Yes,No,Single-family house,,3 bedrooms,$600 to $800,No,Not likely at all,,,2 bedroom apt with shared bathroom,3 bedroom apt with shared bathroom,,,most important,most important,important,important,important,somewhat important,important,not important,,,Likely,Pay less,Yes,No,Bus,,"Make part of it family friendly, not all are single without kids"
2371524116,26 to 35,Female,Doctoral,,Yes,Yes,Apartment,,1 bedroom,$600 to $800,Yes,Very likely,,1 bedroom apt,,,,,not important,not important,somewhat important,most important,most important,important,important,somewhat important,,,Likely,Pay less,Yes,No,Walk,,
2371524124,26 to 35,Female,Doctoral,,Yes,Yes,Apartment,,1 bedroom,$400 to $600,No,Not likely at all,,1 bedroom apt,2 bedroom apt with shared bathroom,,,,important,important,most important,not important,most important,most important,most important,most important,,,Unlikely,Pay about the same,No,Yes,Bike,,
2371524772,21 to 25,Male,Doctoral,,Yes,No,Apartment,,More than 3 bedrooms,$400 to $600,No,Not likely at all,Studio/efficiency,1 bedroom apt,2 bedroom apt with shared bathroom,,,,not important,important,not important,most important,important,important,important,somewhat important,not important,,Neutral,Pay less,Yes,No,Walk,,"Make the walls thick. I enjoy having a quiet living space,"
2371525004,26 to 35,Female,Master’s,,Yes,Yes,Apartment,,1 bedroom,$400 to $600,Yes,Very likely,,1 bedroom apt,,,,,most important,important,,not important,most important,somewhat important,somewhat important,important,,,Likely,Pay about the same,No,Yes,Walk,,
2371525073,26 to 35,Male,Doctoral,,Yes,Yes,Apartment,,2 bedrooms,$400 to $600,Yes,Not likely at all,,1 bedroom apt,,,,,not important,not important,most important,important,most important,important,not important,somewhat important,not important,,Neutral,Pay less,Yes,Yes,Bike,,"Just lower the rent, students are poor."
2371525760,26 to 35,Female,Doctoral,,No,Yes,Apartment,,2 bedrooms,$600 to $800,Yes,Very likely,,,,,,,most important,important,important,not important,most important,most important,most important,important,,,Likely,Pay more,Yes,Yes,Car,,
2371526553,26 to 35,Female,Master’s,,No,No,Single-family house,,2 bedrooms,$600 to $800,Yes,Not likely at all,,,,,I am not interested in on-campus housing,I am married with a child,most important,important,important,most important,most important,important,important,most important,,,Unlikely,Pay less,Yes,No,Walk,,unique dining options- maybe a sit down restaurant or a mini grocery store (not like a Sam's place- but a real grocery store).  Unique study and entertainment spaces.  If this is going to also be grad/family housing a special place for children and maybe a daycare in the building.  Definitely a bus or trolley stop.
2371526856,26 to 35,Male,Master’s,,No,No,Duplex,,2 bedrooms,"$800 to $1,000",Yes,Very likely,Studio/efficiency,1 bedroom apt,,,,,not important,not important,not important,most important,most important,most important,important,important,important,Access to Technology like in the Library,Likely,Pay less,Yes,No,Walk,,Understand that Grad students study a lot and are 24 hour people. I would make use of personal study areas and quiet areas but also common areas where students can collaborate and study in groups.
2371526902,26 to 35,Male,Doctoral,,Yes,Yes,Single-family house,,3 bedrooms,"$1,000 or more",Yes,Somewhat likely,,1 bedroom apt,2 bedroom apt with shared bathroom,,,,somewhat important,somewhat important,somewhat important,somewhat important,important,somewhat important,somewhat important,important,somewhat important,,Likely,Pay less,No,No,Car,,
2371527545,26 to 35,Female,Master’s,,Yes,No,Other (please specify),lives at home with family,3 bedrooms,$400 to $600,Yes,Somewhat likely,,1 bedroom apt,,,,,most important,important,somewhat important,somewhat important,most important,important,important,most important,,,Neutral,Pay about the same,Yes,Yes,Walk,,Include desk and shelves for books
2371528052,26 to 35,Male,Master’s,,Yes,No,Apartment,,2 bedrooms,$600 to $800,Yes,Not likely at all,,,,,,"2 bedroom and 2 bathrooms, this is fucking America",not important,not important,not important,most important,most important,most important,not important,not important,,,Unlikely,Pay less,Yes,No,Bike,,"Read a architecture/planning book and take examples from other, more modern campuses."
2371528158,26 to 35,Female,Doctoral,,Yes,No,Single-family house,,3 bedrooms,"$800 to $1,000",Yes,Likely,Studio/efficiency,1 bedroom apt,,,,,not important,not important,somewhat important,most important,most important,most important,most important,important,most important,Pets,Neutral,Pay less,Yes,No,Walk,,Pet park
